Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Refcode,SMILES,InChI string,Cell volume,Calculated density,Study temperature,Number of coordinates,Z prime,R factor,Unique chemical units,Multiplier sum,Molecular weight,S_L,M_L,S_M,S,Globularity,FrTPSA,Dipole moment,Space Group symbol,Publication year,Predicted density
19,9.34,13.9,16.56,True,90.0,True,90.0,True,90.0,4,4,4,4,4,7,2,2,3,GAJKAG,COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1",2149.388,1.281,173,55,1.0,6.38,1,1,414.1613283,0.705915016,0.976576614,0.72284653,10.40261996,0.49284711,0.165639588,2.058624782,P212121,2016,1.27137
14,8.16,15.7,12.06,True,90.0,False,98.09,True,90.0,4,3,3,2,5,6,4,4,1,GARFEK,CN1C2=C(OC(=O)N(C2=O)c2ccccn2)c2ccccc2S1(=O)=O,"InChI=1S/C16H11N3O5S/c1-18-13-14(10-6-2-3-7-11(10)25(18,22)23)24-16(21)19(15(13)20)12-8-4-5-9-17-12/h2-9H,1H3",1529.206,1.5519999999999998,295,36,1.0,3.48,1,1,357.0419415,0.670045264,0.7455662059999999,0.898706592,9.480031715,0.580453265,0.313550377,0.593246762,P21/c,1988,1.51932
4,6.93,12.0,9.47,True,90.0,False,107.37,True,90.0,2,3,2,4,2,3,4,1,1,GEHXEX,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",751.826,1.3730000000000002,100,41,1.0,3.2,1,1,310.1236763,0.560295649,0.991384975,0.565164556,6.831381412000001,0.573118864,0.069368472,0.7993782229999999,P21,2006,1.28213
1,7.73,8.7,17.03,False,100.9,False,98.67,False,93.04,2,4,4,4,4,7,3,2,2,GICVUJ03,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1CC1=CN(C)c3cccc2c13,"InChI=1S/2C24H26BrN3O3/c2*1-27-13-17-8-21-24(30-3,19-5-4-6-20(27)22(17)19)9-15(12-28(21)2)14-31-23(29)16-7-18(25)11-26-10-16/h2*4-7,10-11,13,15,21H,8-9,12,14H2,1-3H3/t2*15-,21-,24+/m11/s1",1107.062,1.453,295,62,2.0,7.0,1,1,483.1157538,0.733326021,0.962970315,0.761525055,10.84279905,0.515171649,0.113016048,1.6498351619999998,P1,1994,1.41164
14,8.88,9.42,22.36,True,90.0,False,95.98,True,90.0,4,3,2,4,2,5,3,2,3,GILHAL,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1,"InChI=1S/C21H21NO2S/c1-4-24-20(23)16-7-9-17(22-14-16)8-5-15-6-10-19-18(13-15)21(2,3)11-12-25-19/h6-7,9-10,13-14H,4,11-12H2,1-3H3",1859.311,1.256,293,46,1.0,5.92,1,1,351.1292999,0.511627174,0.917027205,0.557919297,8.302569223999999,0.527829793,0.149382311,2.620004069,P21/n,2005,1.24951
14,10.68,9.58,18.57,True,90.0,False,91.0,True,90.0,4,3,1,3,2,4,2,2,3,GIMYEG,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,"InChI=1S/C19H28N2O4/c1-16(22)25-15-19(23)20-9-6-12-24-18-8-5-7-17(13-18)14-21-10-3-2-4-11-21/h5,7-8,13H,2-4,6,9-12,14-15H2,1H3,(H,20,23)",1899.654,1.218,295,53,1.0,7.2,1,1,348.2049074,0.47933069,0.81859092,0.585555835,7.917715723,0.475094564,0.137637259,2.883783307,P21/a,1988,1.19821
4,4.79,9.49,17.73,True,90.0,False,94.45,True,90.0,4,1,3,2,5,3,4,5,2,GLUCIT02,OCC(O)C(O)C(O)C(O)CO,"InChI=1S/2C6H14O6/c2*7-1-3(9)5(11)6(12)4(10)2-8/h2*3-12H,1-2H2/t2*3-,4+,5-,6-/m11/s1",803.543,1.506,100,52,2.0,5.0,1,1,182.0790382,0.617083806,0.756081163,0.816160799,6.6934000010000005,0.594665973,0.5009222,1.723606295,P21,1998,1.52957
19,6.54,9.03,23.89,True,90.0,True,90.0,True,90.0,4,2,4,2,6,6,4,2,2,GODTIC,CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O,"InChI=1S/C18H20O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3-5,10,14,16,19H,2,6-9H2,1H3/t14-,16+,18+/m1/s1",1412.418,1.262,295,40,1.0,5.0,1,1,268.1463299,0.750352323,0.763691091,0.982533817,9.042681517,0.558868667,0.107691047,1.622242744,P212121,1999,1.26539
4,7.78,7.41,21.3,True,90.0,False,92.86,True,90.0,2,5,3,3,3,7,3,2,5,GOPDUK02,CC(OC1OCCN(CC2=NNC(=O)N2)C1c1ccc(F)cc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,"InChI=1S/C23H21F7N4O3/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)37-20-19(13-2-4-17(24)5-3-13)34(6-7-36-20)11-18-31-21(35)33-32-18/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,33,35)/t12-,19+,20-/m1/s1",1225.27,1.449,173,58,1.0,9.03,1,1,534.1501881,0.600460226,0.893366543,0.672131982,10.1251334,0.518502055,0.161086177,4.859276827,P21,2008,1.4932299999999998
4,5.14,26.45,7.57,True,90.0,False,99.31,True,90.0,4,2,2,2,4,4,5,5,2,HAKJIM,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,"InChI=1S/2C8H10FN3O3S/c2*9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h2*1,5-6,13H,2-3H2,(H2,10,11,14)/t2*5-,6+/m00/s1",1015.844,1.617,295,50,2.0,3.8,1,1,247.0426904,0.599952072,0.772093027,0.777046355,7.201545538,0.617521784,0.442743759,1.49075887,P21,1993,1.60959
14,7.82,9.01,27.21,True,90.0,False,90.3,True,90.0,4,3,2,4,2,5,3,1,3,HALDOL01,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",1917.115,1.3019999999999998,293,49,1.0,4.21,1,1,375.1401349,0.51698973,0.937468552,0.551474211,8.304835469,0.537841109,0.093561814,2.248643845,P21/n,2001,1.29201
19,18.54,24.35,7.32,True,90.0,True,90.0,True,90.0,8,3,4,4,5,5,4,2,2,HANEDP10,CC12CCC3C(CCC4=C(O)C(=O)CCC34C)C1CCC2=O,"InChI=1S/2C19H26O3/c2*1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h2*11-13,22H,3-10H2,1-2H3/t2*11-,12-,13-,18+,19-/m00/s1",3306.005,1.215,295,96,2.0,4.3,1,1,302.1881947,0.7552124990000001,0.926792295,0.8148670459999999,8.667238041000001,0.567141009,0.14605121699999998,1.655921451,P212121,1980,1.21739
14,13.49,7.07,13.51,True,90.0,False,98.35,True,90.0,4,3,1,1,6,4,6,4,4,HEBFUR,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O,"InChI=1S/C13H8Cl2N2O4/c14-7-1-4-12(18)9(5-7)13(19)16-11-3-2-8(17(20)21)6-10(11)15/h1-6,18H,(H,16,19)",1273.833,1.706,100,29,1.0,3.49,1,1,325.9861121,0.490138203,0.543455633,0.901891844,7.799967417,0.656523761,0.318110614,3.517906921,P21/c,2012,1.60936
14,4.68,17.63,19.5,True,90.0,False,94.52,True,90.0,4,3,1,1,4,4,4,3,3,HIQQAB,CC(C)COc1ccc(cc1C#N)C1=NC(=C(S1)C(O)=O)C,"InChI=1S/C16H16N2O3S/c1-9(2)8-21-13-5-4-11(6-12(13)7-17)15-18-10(3)14(22-15)16(19)20/h4-6,9H,8H2,1-3H3,(H,19,20)",1602.484,1.311,293,38,1.0,5.25,1,1,316.0881634,0.469289249,0.6106079529999999,0.768560657,7.924496017999999,0.555793193,0.299297835,2.813138818,P21/c,2013,1.29951
61,12.07,7.2,26.37,True,90.0,True,90.0,True,90.0,8,2,4,4,4,4,5,2,2,HMXBZP,COc1ccc(c(O)c1)C(=O)c1ccccc1,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",2290.832000000001,1.324,295,29,1.0,5.1,1,1,228.0786442,0.7015149890000001,0.981667564,0.714615634,7.97208223,0.605061451,0.166324531,1.98502847,Pbca,1974,1.33903
9,11.57,14.59,10.27,True,90.0,False,111.79,True,90.0,4,3,4,4,5,5,4,2,3,HOTTER,CN1CCC(CC1)=C1c2ccccc2CCN2C(=CN=C12)C=O,"InChI=1S/C19H21N3O/c1-21-9-6-15(7-10-21)18-17-5-3-2-4-14(17)8-11-22-16(13-23)12-20-19(18)22/h2-5,12-13H,6-11H2,1H3",1609.071,1.269,173,44,1.0,3.28,1,1,307.1684623,0.726253149,0.901654626,0.805467114,8.993174417,0.558242522,0.101722364,2.466847263,Cc,2015,1.24906
15,16.77,5.89,20.89,True,90.0,False,92.06,True,90.0,8,2,4,4,5,5,4,4,2,HTRYPT10,[NH3+]C(CC1=CNc2ccc(O)cc12)C(=O)[O-],"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",2061.8720000000008,1.419,295,28,1.0,11.9,1,1,220.0847922,0.7769245459999999,0.903482172,0.859922387,8.158873533,0.592329015,0.378397965,1.873772218,C2/c,1973,1.46522
2,7.62,8.33,13.9,False,85.0,False,77.63,False,74.35,2,2,3,3,4,5,3,2,1,HUDXEL,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,"InChI=1S/C18H22N2S/c1-14-7-8-17(15(2)13-14)21-18-6-4-3-5-16(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3",828.752,1.196,296,43,1.0,5.63,1,1,298.15036969999994,0.634345597,0.879476684,0.7212761959999999,8.391192628999999,0.521855321,0.101471935,0.485580543,P-1,2015,1.22961
61,9.64,18.27,18.5,True,90.0,True,90.0,True,90.0,8,3,2,1,5,5,3,1,2,HUPWIZ01,CN(C)C(=O)CC1=C(N=C2C=CC(=CN12)C)c1ccc(C)cc1,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",3256.389,1.254,294,44,1.0,5.01,1,1,307.1684623,0.556059764,0.677578675,0.82065712,8.336677641,0.5199281370000001,0.091234598,1.013017001,Pcab,2011,1.2043700000000002
14,8.07,5.2,13.2,True,90.0,False,107.0,True,90.0,4,1,2,3,4,2,6,3,1,HYQUIN,Oc1ccc(O)cc1,"InChI=1S/2C6H6O2/c2*7-5-1-2-6(8)4-3-5/h2*1-4,7-8H",529.721,1.381,295,28,1.0,8.5,1,1,110.0367794,0.585058365,0.821509554,0.7121747540000001,5.037739619,0.701331038,0.27132612,0.033318819,P21/c,1966,1.39613
4,10.58,9.46,6.59,True,90.0,False,95.02,True,90.0,2,2,4,3,6,6,4,4,2,ICRFRB10,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,"InChI=1S/C11H16N4O4/c1-7(15-5-10(18)13-11(19)6-15)2-14-3-8(16)12-9(17)4-14/h7H,2-6H2,1H3,(H,12,16,17)(H,13,18,19)/t7-/m0/s1",657.247,1.356,295,35,1.0,4.1,1,1,268.117155,0.753933966,0.8284736220000001,0.910027726,9.102549867,0.587684258,0.316118147,1.527004885,P21,1982,1.40821
14,6.97,8.25,15.23,True,90.0,False,106.1,True,90.0,4,1,2,2,4,3,6,2,1,IVEJUO03,CC1=CC(=O)c2ccccc2C1=O,"InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3",840.643,1.36,297,21,1.0,13.71,1,1,172.0524295,0.597130469,0.7605744590000001,0.7851045520000001,6.097852879,0.6741027340000001,0.165020728,0.35059138799999995,P21/c,2008,1.38325
2,7.5,7.79,11.98,False,84.95,False,84.63,False,75.89,2,3,3,1,6,6,5,3,2,IVUQOF,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",674.052,1.509,193,34,1.0,3.5,1,1,306.1040654,0.684494649,0.6855160570000001,0.998510016,9.136255578,0.600032056,0.256558653,1.470959159,P-1,2004,1.4658799999999998
14,6.7,27.39,15.29,True,90.0,False,90.32,True,90.0,8,3,3,3,4,4,4,3,1,IVUQOF01,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,"InChI=1S/2C13H12F2N6O/c2*14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h2*1-3,6-9,22H,4-5H2",2805.09,1.45,100,68,2.0,3.46,1,1,306.1040654,0.62554009,0.821394187,0.761558944,7.645994956,0.599762817,0.256586942,0.922182995,P21/n,2012,1.4658799999999998
14,24.22,3.75,27.47,True,90.0,False,92.99,True,90.0,8,2,1,2,1,1,5,3,3,IWOCON,OC(=O)c1cccc(c1)C1=NOC(=N1)c1ccccc1F,"InChI=1S/2C15H9FN2O3/c2*16-12-7-2-1-6-11(12)14-17-13(18-21-14)9-4-3-5-10(8-9)15(19)20/h2*1-8H,(H,19,20)",2489.377,1.517,150,60,2.0,6.2,1,1,284.0597204,0.306458578,0.7550808990000001,0.405861913,4.6426328880000005,0.613529873,0.255512402,2.048569031,P21/n,2011,1.48306
4,9.38,8.33,12.99,True,90.0,False,90.19,True,90.0,4,2,3,4,4,4,4,4,4,IZEVEO,Nc1cc(nc(N)[n+]1[O-])N1CCCCC1,"InChI=1S/2C9H15N5O/c2*10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h2*6H,1-5,10H2,(H2,11,12)",1015.069,1.369,296,60,2.0,9.2,1,1,209.1276601,0.6918757740000001,0.900251626,0.7685359890000001,7.410509636,0.579281471,0.34107887600000003,3.0151266060000004,P21,2004,1.39347
2,9.39,14.16,7.04,False,95.58,False,95.84,False,77.11,2,3,3,2,6,7,3,3,4,JEKMOB,CC1CN(CC(C)N1)c1c(F)c(N)c2C(=O)C(=CN(C3CC3)c2c1F)C(O)=O,"InChI=1S/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+",904.854,1.44,295,50,1.0,5.8,1,1,392.165997,0.668760247,0.7018500409999999,0.952853469,10.05062606,0.507857231,0.219260913,3.817578975,P-1,1990,1.3561
19,13.33,23.09,8.38,True,90.0,True,90.0,True,90.0,4,4,4,4,5,8,2,2,4,JOHKUM,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",2578.898,1.166,295,69,1.0,4.29,1,1,452.2675076,0.753576356,0.919555381,0.819500785,11.64085079,0.459389017,0.129735938,3.949725981,P212121,1998,1.20176
15,21.29,7.83,13.91,True,90.0,False,109.82,True,90.0,8,2,4,3,5,5,4,3,2,JOPSOY,COc1nc(C)nc(Cl)c1N=C1NCCN1,"InChI=1S/C9H12ClN5O/c1-5-13-7(10)6(8(14-5)16-2)15-9-11-3-4-12-9/h3-4H2,1-2H3,(H2,11,12,15)",2182.057,1.471,294,28,1.0,6.4,1,1,241.0730377,0.7876266479999999,0.8838606090000001,0.8911208840000001,8.373572181,0.580603042,0.246632386,1.270239714,C2/c,2014,1.44442
33,7.69,17.36,6.64,True,90.0,True,90.0,True,90.0,4,1,4,3,5,4,5,3,1,JOVDIH,CCOC(=O)N1C=CN(C)C1=S,"InChI=1S/C7H10N2O2S/c1-3-11-7(10)9-5-4-8(2)6(9)12/h4-5H,3H2,1-2H3",886.118,1.396,295,22,1.0,6.0,1,1,186.0462986,0.7239803090000001,0.899606612,0.804774331,7.1999957760000015,0.618769075,0.295730004,0.586707372,Pna21,1990,1.38917
19,8.38,11.99,20.54,True,90.0,True,90.0,True,90.0,4,4,4,2,6,10,2,3,4,JOWCAB,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(c1)S(N)(=O)=O,"InChI=1S/C20H28N2O5S/c1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)/t15-/m1/s1",2061.534,1.3159999999999998,294,56,1.0,4.27,1,1,408.171893,0.784113416,0.7911952640000001,0.991049178,13.70326475,0.482328683,0.208120417,3.5765543560000004,P212121,2014,1.26072
5,21.0,12.55,16.15,True,90.0,False,100.8,True,90.0,8,4,2,4,2,5,2,3,4,JOWCAB01,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(c1)S(N)(=O)=O,"InChI=1S/2C20H28N2O5S/c2*1-4-26-17-7-5-6-8-18(17)27-12-11-22-15(2)13-16-9-10-19(25-3)20(14-16)28(21,23)24/h2*5-10,14-15,22H,4,11-13H2,1-3H3,(H2,21,23,24)/t2*15-/m11/s1",4178.542,1.2990000000000002,294,112,2.0,5.12,1,1,408.171893,0.5045942210000001,0.996076628,0.50658173,8.456725738,0.477947255,0.2060799,3.965830805,C2,2014,1.26072
4,6.41,13.43,11.0,True,90.0,False,92.81,True,90.0,2,3,3,3,5,6,3,2,2,JUYZOS,CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12,"InChI=1S/C22H29FO4/c1-12-9-17-15-6-8-21(27,13(2)24)20(15,4)11-18(26)22(17,23)19(3)7-5-14(25)10-16(12)19/h5,7,10,12,15,17-18,26-27H,6,8-9,11H2,1-4H3/t12-,15-,17-,18-,19-,20-,21-,22-/m0/s1",945.537,1.3219999999999998,295,56,1.0,5.2,1,1,376.2049876,0.680535827,0.84598938,0.80442597,9.002763413,0.539527295,0.169151018,1.377898024,P21,1992,1.27608
19,14.16,23.52,7.47,True,90.0,True,90.0,True,90.0,4,4,2,2,3,5,2,2,3,KAGCIE,CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,"InChI=1S/C27H40O4/c1-5-6-7-8-24(30)31-27(18(2)28)16-13-23-21-10-9-19-17-20(29)11-14-25(19,3)22(21)12-15-26(23,27)4/h17,21-23H,5-16H2,1-4H3/t21-,22+,23+,25+,26+,27+/m1/s1",2485.305,1.145,295,71,1.0,6.2,1,1,428.2926598,0.510385995,0.779938707,0.654392442,8.689429242000001,0.480823928,0.107106819,2.328008761,P212121,1989,1.18826
4,5.69,26.51,9.33,True,90.0,False,105.98,True,90.0,4,2,4,3,6,5,4,3,2,KAHWAS,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,"InChI=1S/2C15H15NO2S/c2*16-14(17)11-19(18)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h2*1-10,15H,11H2,(H2,16,17)/t2*19-/m11/s1",1353.58,1.341,293,68,2.0,3.47,1,1,273.0823497,0.770276967,0.8316371840000001,0.926217565,8.602422393,0.557553195,0.234160872,1.7801182290000002,P21,2004,1.31098
14,3.84,22.0,14.21,True,90.0,False,94.11,True,90.0,4,2,3,3,4,5,5,2,2,KAXXAI,Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,"InChI=1S/C14H12ClNO2/c1-9-11(15)6-4-8-12(9)16-13-7-3-2-5-10(13)14(17)18/h2-8,16H,1H3,(H,17,18)",1195.542,1.454,110,30,1.0,2.9,1,1,261.0556563,0.687295343,0.8822345909999999,0.779039215,8.050411667999999,0.623086703,0.171828412,1.639857279,P21/n,1989,1.40634
14,7.64,11.31,28.07,True,90.0,False,93.03,True,90.0,8,2,2,2,5,4,5,2,2,KAXXAI02,Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,"InChI=1S/2C14H12ClNO2/c2*1-9-11(15)6-4-8-12(9)16-13-7-3-2-5-10(13)14(17)18/h2*2-8,16H,1H3,(H,17,18)",2419.197,1.4369999999999998,85,60,2.0,4.48,1,1,261.0556563,0.591492891,0.7055900340000001,0.838295415,7.823806002,0.62346763,0.17244486,1.511536255,P21/c,2009,1.40634
14,13.74,12.75,14.77,True,90.0,False,99.81,True,90.0,4,4,5,4,6,10,2,2,3,KEHBAA,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1,"InChI=1S/C26H29F2N7/c1-3-13-29-24-31-25(30-14-4-2)33-26(32-24)35-17-15-34(16-18-35)23(19-5-9-21(27)10-6-19)20-7-11-22(28)12-8-20/h3-12,23H,1-2,13-18H2,(H2,29,30,31,32,33)",2547.231,1.245,295,64,1.0,8.7,1,1,477.2452504,0.857052424,0.914091832,0.937599915,13.71632558,0.462169017,0.11563782,2.182665672,P21/n,1998,1.28576
19,10.84,11.74,15.82,True,90.0,True,90.0,True,90.0,4,3,3,2,5,6,3,2,2,KIDRAR01,CC(=O)OC1(CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,"InChI=1S/C23H30O4/c1-14(24)23(27-15(2)25)12-9-20-18-6-5-16-13-17(26)7-10-21(16,3)19(18)8-11-22(20,23)4/h5-6,13,18-20H,7-12H2,1-4H3/t18-,19+,20+,21+,22+,23+/m1/s1",2013.885,1.222,298,57,1.0,4.12,1,1,370.2144094,0.6210165870000001,0.746637792,0.831750808,9.035926807000001,0.528413979,0.133088369,1.277575777,P212121,2010,1.19773
2,10.52,10.98,12.61,False,90.89,False,106.07,False,91.64,4,3,3,4,4,5,5,5,2,KIJNEY,CN1C(=C([O-])C2=C(C=CS2)S1(=O)=O)C(=O)Nc1[nH+]cccc1,"InChI=1S/2C13H11N3O4S2/c2*1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2*2-7,17H,1H3,(H,14,15,18)",1398.996,1.602,298,66,2.0,4.2,1,1,337.0190978,0.6726054020000001,0.958936293,0.701407807,8.385061978,0.6008642270000001,0.427574246,1.1710503840000002,P-1,2013,1.5980299999999998
14,7.89,22.24,7.45,True,90.0,False,113.19,True,90.0,8,1,2,3,3,2,6,5,1,KOBFUD,Nc1ncnc2NC=Nc12,"InChI=1S/2C5H5N5/c2*6-4-3-5(9-1-7-3)10-2-8-4/h2*1-2H,(H3,6,7,8,9,10)",1201.566,1.494,292,30,2.0,8.53,1,1,135.0544952,0.586785352,0.85554319,0.685862922,5.049515011,0.7311903590000001,0.521845616,0.30446514,P21/c,2008,1.55205
19,10.23,14.4,17.29,True,90.0,True,90.0,True,90.0,8,3,5,4,6,5,4,5,2,KOFNIC,CC1(CN2C=CN=N2)C(N2C(CC2=O)S1(=O)=O)C(O)=O,"InChI=1S/2C10H12N4O5S/c2*1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2*2-3,7-8H,4-5H2,1H3,(H,16,17)/t2*7-,8+,10+/m11/s1",2546.464,1.567,295,64,2.0,3.3,1,1,300.0528405,0.8893132509999999,0.926719526,0.959635819,8.983316964,0.598432642,0.425727799,1.780359554,P212121,1991,1.5546799999999998
19,8.74,9.5,13.89,True,90.0,True,90.0,True,90.0,4,2,4,3,5,4,4,2,2,LADTIT,CC(C1=CNC=N1)c1cccc(C)c1C,"InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)/t11-/m0/s1",1154.237,1.153,295,31,1.0,1.87,1,1,200.1313485,0.734849413,0.875824305,0.8390374759999999,7.653851987,0.580072898,0.100574555,1.001803387,P212121,1993,1.18003
14,12.33,9.89,12.21,True,90.0,False,117.32,True,90.0,4,3,3,4,4,5,4,3,5,LANLET,CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)N(=O)=O,"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)",1322.7320000000002,1.5930000000000002,150,32,1.0,3.2,1,1,317.0623405,0.6717546670000001,0.954471118,0.703797793,8.021704046,0.588977894,0.288421808,5.965981426,P21/c,2012,1.55413
5,8.81,5.98,14.19,True,90.0,False,96.17,True,90.0,4,1,5,4,6,4,5,4,3,LEUCIN03,[NH3+]C(CC(C)C)C(=O)[O-],"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",742.535,1.173,296,22,1.0,3.31,1,1,131.0946287,0.882922175,0.977638162,0.903117543,7.280954678,0.6290156410000001,0.334062664,2.251168072,C2,2007,1.208
4,12.87,13.7,16.2,True,90.0,False,100.69,True,90.0,8,2,3,3,5,5,3,1,1,LIDCAN12,CCN(CC)CC(=O)Nc1c(C)cccc1C,"InChI=1S/4C14H22N2O/c4*1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h4*7-9H,5-6,10H2,1-4H3,(H,15,17)",2806.244,1.109,112,156,4.0,4.58,1,1,234.1732133,0.663221994,0.82712214,0.8018428740000001,8.184649375,0.528161174,0.090889887,0.329487169,P21,2015,1.12182
33,19.89,10.79,8.71,True,90.0,True,90.0,True,90.0,4,4,1,2,3,5,3,3,1,LIKTIK,Cc1cc(cc(C)c1Oc1nc(Nc2ccc(cc2)C#N)nc(N)c1Br)C#N,"InChI=1S/C20H15BrN6O/c1-11-7-14(10-23)8-12(2)17(11)28-19-16(21)18(24)26-20(27-19)25-15-5-3-13(9-22)4-6-15/h3-8H,1-2H3,(H3,24,25,26,27)",1869.066,1.547,150,43,1.0,4.49,1,1,434.0490712,0.488808158,0.723630826,0.67549383,8.699120195,0.546851365,0.280456154,0.963265083,Pna21,2013,1.46729
33,7.58,20.2,7.25,True,90.0,True,90.0,True,90.0,4,2,3,2,6,5,5,2,3,LINTUX,CC1=Cc2cc3C(=CC(=O)Oc3c(C)c2O1)C,"InChI=1S/C14H12O3/c1-7-4-12(15)17-14-9(3)13-10(6-11(7)14)5-8(2)16-13/h4-6H,1-3H3",1109.297,1.367,295,17,1.0,5.7,1,1,228.0786442,0.69953054,0.722320375,0.968449132,8.545107468,0.602551811,0.156936737,2.055457939,Pna21,1998,1.37653
