Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Refcode,SMILES,InChI string,Cell volume,Calculated density,Study temperature,Number of coordinates,Z prime,R factor,Unique chemical units,Multiplier sum,Molecular weight,S_L,M_L,S_M,S,Globularity,FrTPSA,Dipole moment,Space Group symbol,Publication year,Predicted density
19,7.04,12.11,20.43,True,90.0,True,90.0,True,90.0,4,3,3,3,4,6,3,2,2,CIVCIT10,CCCN1CC(CSC)CC2C1CC1=CNc3cccc2c13,"InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1",1741.109,1.2,295,22,1.0,7.37,1,1,314.1816698,0.680048916,0.8699813590000001,0.7816821690000001,9.145152258,0.524167077,0.106997824,1.586041602,P212121,1987,1.19063
14,11.71,8.41,17.95,True,90.0,False,118.06,True,90.0,4,3,4,3,4,6,4,2,3,CLAMBU,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",1560.986,1.294,295,38,1.0,5.2,1,1,303.0792842,0.712093055,0.8979438790000001,0.7930262370000001,9.079058663,0.551675224,0.110388579,2.049972401,P21/c,1975,1.3341
14,14.71,11.97,8.22,True,90.0,False,91.24,True,90.0,4,3,4,4,4,4,5,2,2,CLDZPA01,Clc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,"InChI=1S/C15H10Cl2N2O/c16-9-5-6-13-11(7-9)15(18-8-14(20)19-13)10-3-1-2-4-12(10)17/h1-7H,8H2,(H,19,20)",1447.049,1.401,298,30,1.0,4.76,1,1,304.0170183,0.7039384120000001,0.991092187,0.710265323,7.697411857,0.637329646,0.14062413599999998,1.688119312,P21/c,2012,1.49014
14,11.55,15.74,11.63,True,90.0,False,109.47,True,90.0,4,4,4,2,6,8,3,2,2,CLPNXA,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc23)CC1,"InChI=1S/C22H25ClN2OS/c23-17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)27-22)5-3-9-24-10-12-25(13-11-24)14-15-26/h1-2,4-8,16,26H,3,9-15H2/b18-5-",1992.582,1.337,295,52,1.0,4.9,1,1,400.1376121,0.72232351,0.7619125259999999,0.948039947,11.44438528,0.5390633579999999,0.115454945,1.340109583,P21/n,1981,1.27673
4,10.13,9.87,8.45,True,90.0,False,106.92,True,90.0,2,3,4,3,5,5,3,2,2,COCAIN10,COC(=O)C1C(CC2CCC1N2C)OC(=O)c1ccccc1,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1",807.4789999999998,1.248,295,43,1.0,6.2,1,1,303.1470582,0.728017531,0.8196760829999999,0.888177105,8.987024696,0.540772843,0.146083287,1.286340194,P21,1983,1.25873
4,9.87,18.32,10.17,True,90.0,False,117.55,True,90.0,4,2,5,4,6,6,4,2,2,COTYEP,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,"InChI=1S/2C16H26O5/c2*1-9-5-6-12-10(2)13(17-4)18-14-16(12)11(9)7-8-15(3,19-14)20-21-16/h2*9-14H,5-8H2,1-4H3/t2*9-,10-,11+,12+,13+,14-,15-,16-/m11/s1",1630.749,1.215,295,94,2.0,8.0,1,1,298.1780239,0.897328722,0.939482758,0.955130591,9.327143228999999,0.55776029,0.126436965,1.463586218,P21,1984,1.2419
14,15.75,12.93,7.35,True,90.0,False,95.44,True,90.0,4,3,5,4,6,7,5,3,2,COYSAK,CC1=NN=C2CN=C(c3ccccc3Cl)C3=C(SC(=C3)Br)N12,"InChI=1S/C15H10BrClN4S/c1-8-19-20-13-7-18-14(9-4-2-3-5-11(9)17)10-6-12(16)22-15(10)21(8)13/h2-6H,7H2,1H3",1488.932,1.756,295,32,1.0,4.7,1,1,391.9498071,0.8934892109999999,0.932565297,0.958098284,10.06830466,0.620297006,0.217881352,1.9280791,P21/c,1985,1.68137
2,12.33,10.15,12.39,False,108.96,False,103.92,False,86.17,4,3,5,4,5,6,5,3,2,CPHNZP,Clc1ccccc1C1=NCC(=O)Nc2ccc(cc12)N(=O)=O,"InChI=1S/2C15H10ClN3O3/c2*16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h2*1-7H,8H2,(H,18,20)",1423.3,1.473,295,64,2.0,4.4,1,1,315.0410689,0.862476287,0.993853158,0.867810581,9.498487519,0.614815222,0.26907929,1.896899428,P-1,1979,1.49682
61,23.5,15.2,9.23,True,90.0,True,90.0,True,90.0,8,3,4,4,5,5,4,1,1,CPROMZ,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,"InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",3296.956,1.285,295,21,1.0,13.5,1,1,318.0957473,0.741404195,0.911657339,0.813248753,8.853995062000001,0.576950922,0.088067737,0.8986374220000001,Pbca,1969,1.29472
19,5.12,12.21,12.75,True,90.0,True,90.0,True,90.0,4,1,3,3,4,3,5,5,2,CUBHUE,NC(=O)NC(CCC(O)=O)C(O)=O,"InChI=1S/C6H10N2O5/c7-6(13)8-3(5(11)12)1-2-4(9)10/h3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/t3-/m0/s1",796.655,1.585,100,23,1.0,2.64,1,1,190.0589714,0.675007707,0.898634488,0.751148232,6.685590187000001,0.601312245,0.538029624,1.533140931,P212121,2015,1.51368
4,5.36,15.81,9.96,True,90.0,False,90.9,True,90.0,4,1,2,4,3,3,5,5,1,CUBHUE01,NC(=O)NC(CCC(O)=O)C(O)=O,"InChI=1S/2C6H10N2O5/c2*7-6(13)8-3(5(11)12)1-2-4(9)10/h2*3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/t2*3-/m00/s1",844.544,1.496,100,46,2.0,3.23,1,1,190.0589714,0.587150034,0.90707859,0.647297864,6.173887773,0.612792607,0.546297846,0.6338107070000001,P21,2015,1.51368
14,7.56,13.68,15.12,True,90.0,False,92.5,True,90.0,4,3,5,4,6,6,4,1,1,CUYCAB,CC1=NC=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N12,"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",1562.881,1.385,293,36,1.0,4.53,1,1,325.0782033000001,0.89386092,0.973471161,0.918220237,9.996399219,0.595800595,0.08899876400000001,0.449476839,P21/n,2010,1.39096
19,10.76,12.27,16.62,True,90.0,True,90.0,True,90.0,4,4,4,4,5,7,3,2,1,CYPROT10,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C)C(C)=O,"InChI=1S/C24H29ClO4/c1-12(26)24(29-13(2)27)8-6-16-14-10-20(25)19-11-21(28)15-9-18(15)23(19,4)17(14)5-7-22(16,24)3/h10-11,14-18H,5-9H2,1-4H3/t14-,15+,16-,17-,18-,22-,23-,24-/m0/s1",2193.328,1.263,295,58,1.0,5.4,1,1,416.1754371,0.7700082070000001,0.933260346,0.8250733140000001,10.55238369,0.547279203,0.132023502,0.997003683,P212121,1974,1.27944
19,8.0,14.37,16.39,True,90.0,True,90.0,True,90.0,4,3,4,4,4,6,3,2,3,DACMOR,CN1CCC23C4Oc5c(OC(C)=O)ccc(CC1C2C=CC4OC(C)=O)c35,"InChI=1S/C21H23NO5/c1-11(23)25-16-6-4-13-10-15-14-5-7-17(26-12(2)24)20-21(14,8-9-22(15)3)18(13)19(16)27-20/h4-7,14-15,17,20H,8-10H2,1-3H3/t14-,15+,17-,20-,21-/m0/s1",1885.525,1.301,295,27,1.0,5.7,1,1,369.1576228,0.726015128,0.913832584,0.794472796,9.301980557,0.51798338,0.147020899,2.111389168,P212121,1979,1.28199
2,5.87,9.33,18.16,False,98.96,False,94.03,False,98.87,2,3,4,3,5,7,3,1,4,DAQCII,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,"InChI=1S/C24H28O2/c1-15-13-20-21(24(5,6)12-11-23(20,3)4)14-19(15)16(2)17-7-9-18(10-8-17)22(25)26/h7-10,13-14H,2,11-12H2,1,3-6H3,(H,25,26)",966.033,1.198,173,54,1.0,4.07,1,1,348.2089301000001,0.7796947040000001,0.872425358,0.893709355,10.60871119,0.51858604,0.08134559200000001,3.97228644,P-1,2005,1.14686
19,8.95,14.24,9.4,True,90.0,True,90.0,True,90.0,4,2,1,3,1,2,5,2,1,DBEZPO,O=C(OOC(=O)c1ccccc1)c1ccccc1,InChI=1S/C14H10O4/c15-13(11-7-3-1-4-8-11)17-18-14(16)12-9-5-2-6-10-12/h1-10H,1198.011,1.3430000000000002,295,28,1.0,10.0,1,1,242.0579088,0.395740359,0.810420391,0.488314909,5.5937288610000016,0.606516586,0.185621634,0.092213705,P212121,1967,1.36665
14,6.32,10.13,24.15,True,90.0,False,96.32,True,90.0,4,2,5,3,6,6,3,2,3,DEFZEU,CNS(=O)(=O)Cc1ccc2NC=C(CCN(C)C)c2c1,"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3",1537.229,1.276,273,41,1.0,4.55,1,1,295.1354479,0.830244065,0.84333402,0.984478327,9.693119674,0.525124177,0.190828672,2.16355328,P21/n,2006,1.2851
2,6.95,9.12,9.13,False,80.42,False,83.46,False,80.66,2,2,3,2,6,5,5,4,3,DEWHOC,CCN1N=C(C(O)=O)C(=O)c2cc3OCOc3cc12,"InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)",560.365,1.554,295,29,1.0,5.5,1,1,262.0589714,0.6823213779999999,0.7319984740000001,0.932134974,8.741701994,0.621655976,0.32763501100000003,2.402580326,P-1,1985,1.5406
4,4.96,10.75,11.28,True,90.0,False,101.18,True,90.0,2,2,3,3,5,5,4,4,1,DFIMZP01,OCC1OC(CC1O)N1C=NC2=C1N=CNCC2O,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1",589.764,1.511,295,35,1.0,4.7,1,1,268.117155,0.672547126,0.824775158,0.8154308720000001,8.383881135,0.562153154,0.34745560299999995,0.989664218,P21,1990,1.45829
14,7.21,6.61,19.26,True,90.0,False,91.01,True,90.0,4,2,3,2,6,4,6,3,2,DIAZOX,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,"InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)",917.768,1.669,295,21,1.0,4.2,1,1,229.9916761,0.693741178,0.7337704620000001,0.945447131,7.824425907,0.6699800570000001,0.295574082,1.7700954219999998,P21/c,1977,1.605
2,10.14,16.78,5.07,False,97.62,False,100.65,False,95.95,2,3,6,4,6,8,3,3,5,DIBBUL,Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",831.92,1.5219999999999998,295,40,1.0,8.8,1,1,381.0758823000001,0.901400116,0.998527373,0.902729499,11.67563136,0.533976412,0.211067667,5.245208379,P-1,1999,1.4257
14,6.82,7.49,15.63,True,90.0,False,96.53,True,90.0,4,1,4,3,5,3,6,5,2,DIPGIS12,CN1N=NC2=C(N=CN2C1=O)C(N)=O,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",793.2460000000002,1.626,100,20,1.0,3.66,1,1,194.0552234,0.7137452590000001,0.881662783,0.809544502,6.871112008,0.683063502,0.532653036,1.281477288,P21/n,2008,1.60636
4,7.34,6.09,9.53,True,90.0,False,97.58,True,90.0,2,1,4,3,5,3,5,3,3,DITLAT,C[N+](C)(C)CC(O)CC(=O)[O-],"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",422.32,1.268,295,26,1.0,3.4,1,1,161.10519330000002,0.738899339,0.893048539,0.827389898,6.482970915,0.641534754,0.271797679,2.401545241,P21,1985,1.29206
4,11.22,5.98,12.71,True,90.0,False,104.41,True,90.0,4,1,3,3,4,3,5,3,4,DITLAT01,C[N+](C)(C)CC(O)CC(=O)[O-],"InChI=1S/2C7H15NO3/c2*1-8(2,3)5-6(9)4-7(10)11/h2*6,9H,4-5H2,1-3H3/t2*6-/m11/s1",825.9169999999998,1.296,90,52,2.0,2.92,1,1,161.10519330000002,0.6361554660000001,0.86495751,0.735475973,6.298189572999999,0.623091099,0.2637111,3.143362164,P21,2011,1.29206
2,5.23,5.41,13.11,False,96.33,False,90.62,False,109.49,2,1,5,4,6,3,5,4,3,DLILEU02,[NH3+]C(C(C)CC)C(=O)[O-],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",347.02,1.255,150,22,1.0,5.76,1,1,131.0946287,0.8369224340000001,0.9227066,0.907029855,6.712116257000001,0.623149094,0.330427155,2.018629839,P-1,2000,1.31886
14,9.41,17.59,14.41,True,90.0,False,93.42,True,90.0,4,4,1,4,2,7,2,3,2,DUNXAL,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",2382.07,1.3769999999999998,295,33,1.0,6.94,1,1,493.1438197,0.491485622,0.940040778,0.5228343639999999,10.23300362,0.475678469,0.211581513,1.972223251,P21/n,1986,1.37782
19,11.32,22.8,7.38,True,90.0,True,90.0,True,90.0,4,3,2,1,5,5,3,2,3,DXMTAS,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,"InChI=1S/C22H29FO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-21(13,3)22(15,23)18(27)10-20(16,2)19(12)17(26)11-24/h6-7,9,12,15-16,18-19,24,27H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,18+,19-,20+,21+,22+/m1/s1",1905.089,1.3130000000000002,295,56,1.0,7.4,1,1,376.2049876,0.599195237,0.6937050090000001,0.863760863,8.952106968999999,0.546437414,0.171824974,2.414382877,P212121,1974,1.26361
15,19.14,8.64,13.55,True,90.0,False,109.17,True,90.0,8,2,5,4,6,6,6,4,2,EFEMUX01,Nc1nnc(c(N)n1)c1cccc(Cl)c1Cl,"InChI=1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)",2117.022,1.607,294,23,1.0,2.81,1,1,255.0078506,0.8574755209999999,0.90397782,0.948558142,9.264793462,0.666636335,0.368822033,1.481060197,C2/c,2009,1.6149
19,5.69,7.7,22.48,True,90.0,True,90.0,True,90.0,4,1,3,3,4,3,5,2,1,EPHEDR01,CNC(C)C(O)c1ccccc1,"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10-/m0/s1",984.752,1.115,295,27,1.0,5.6,1,1,165.1153641,0.6358556120000001,0.8764876429999999,0.72545873,6.429047729,0.604351629,0.131781974,0.60020796,P212121,2006,1.16116
14,12.25,7.09,14.81,True,90.0,False,117.82,True,90.0,4,2,5,4,6,4,4,3,1,EPHPMO,CCC1(C(=O)NCNC1=O)c1ccccc1,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",1136.445,1.276,295,30,1.0,5.2,1,1,218.1055277,0.854356949,0.930292384,0.918374656,7.95369192,0.592513183,0.208061567,0.991295575,P21/c,1975,1.30711
4,9.26,23.03,7.56,True,90.0,False,111.0,True,90.0,4,2,3,3,3,4,4,2,1,ESTRIO,CC12CCC3C(CCc4cc(O)ccc34)C1CC(O)C2O,"InChI=1S/2C18H24O3/c2*1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h2*3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t2*13-,14-,15+,16-,17+,18+/m11/s1",1505.18,1.273,295,90,2.0,5.6,1,1,288.1725446000001,0.600400387,0.871301054,0.689084886,7.367055177,0.558601613,0.16681949,0.515217092,P21,1969,1.26362
4,9.27,22.29,7.61,True,90.0,False,111.45,True,90.0,4,2,3,3,4,4,4,2,1,ESTRON12,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2=O,"InChI=1S/2C18H22O2/c2*1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h2*3,5,10,14-16,19H,2,4,6-9H2,1H3/t2*14-,15-,16+,18+/m11/s1",1463.359,1.227,295,72,2.0,6.1,1,1,270.16197989999995,0.608615804,0.829391013,0.733810463,7.638933671,0.556537035,0.105565392,0.8261438409999999,P21,1973,1.23957
14,10.22,11.06,20.98,True,90.0,False,96.73,True,90.0,8,2,3,2,5,4,4,3,3,ETBBAR01,CCCCC1(CC)C(=O)NC(=O)NC1=O,"InChI=1S/2C10H16N2O3/c2*1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h2*3-6H2,1-2H3,(H2,11,12,13,14,15)",2356.187,1.197,120,62,2.0,6.16,1,1,212.1160924,0.6386815570000001,0.7971447759999999,0.801211494,7.109765419,0.589746443,0.268271624,2.868440428,P21/n,2005,1.26672
15,19.52,7.69,15.12,True,90.0,False,92.77,True,90.0,8,2,3,2,5,4,4,3,3,ETBBAR02,CCCCC1(CC)C(=O)NC(=O)NC1=O,"InChI=1S/C10H16N2O3/c1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)",2265.484,1.245,150,31,1.0,3.89,1,1,212.1160924,0.6439884920000001,0.793192701,0.811894122,7.591139641,0.5785137929999999,0.262365555,2.614578524,C2/c,2007,1.26672
9,7.16,14.96,7.92,True,90.0,False,109.39,True,90.0,4,1,5,3,6,5,6,4,1,ETCYPY01,CCc1cc(ccn1)C(N)=S,"InChI=1S/C8H10N2S/c1-2-7-5-6(8(9)11)3-4-10-7/h3-5H,2H2,1H3,(H2,9,11)",801.015,1.379,105,21,1.0,1.79,1,1,166.05646930000003,0.840905563,0.8616117809999999,0.975968042,8.248885062000001,0.6515070789999999,0.334560552,0.618679442,Ia,2014,1.31916
2,13.24,15.16,7.43,False,105.86,False,98.81,False,92.92,4,3,2,3,3,4,4,2,4,ETHACN,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,"InChI=1S/2C13H12Cl2O4/c2*1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h2*4-5H,2-3,6H2,1H3,(H,16,17)",1412.2420000000004,1.426,295,39,2.0,6.0,1,1,302.0112642,0.509129066,0.834173644,0.61033943,7.15029519,0.592028482,0.197261573,3.266552395,P-1,1978,1.46196
4,8.64,15.86,11.09,True,90.0,False,92.5,True,90.0,4,2,2,2,4,4,4,4,1,ETHUSS04,CCN(CC)C(=S)SSC(=S)N(CC)CC,"InChI=1S/2C10H20N2S4/c2*1-5-11(6-2)9(13)15-16-10(14)12(7-3)8-4/h2*5-8H2,1-4H3",1519.542,1.296,295,32,2.0,5.1,1,1,296.0509326,0.5932665079999999,0.742587883,0.7989175709999999,7.724065528,0.550031139,0.33637843100000003,0.535306639,P21,1992,1.3134
19,4.95,14.85,22.26,True,90.0,True,90.0,True,90.0,4,3,2,3,3,5,4,5,2,FAJMAE,CON=C(C(=O)NC1C2SCC=C(N2C1=O)C(O)=O)C1=CSC(=N1)N,"InChI=1S/C13H13N5O5S2/c1-23-17-7(5-4-25-13(14)15-5)9(19)16-8-10(20)18-6(12(21)22)2-3-24-11(8)18/h2,4,8,11H,3H2,1H3,(H2,14,15)(H,16,19)(H,21,22)/b17-7-/t8-,11-/m1/s1",1635.91,1.557,295,38,1.0,7.4,1,1,383.0358105,0.57248096,0.884643728,0.647131655,8.046552266,0.555319671,0.514829497,1.313351009,P212121,1986,1.51275
19,26.62,13.27,12.32,True,90.0,True,90.0,True,90.0,8,3,2,3,3,5,3,2,2,FEBHUP,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,"InChI=1S/2C24H40O4/c2*1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h2*14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t2*14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m11/s1",4352.173,1.198,295,56,2.0,6.8,1,1,392.2926598,0.557614988,0.8653562509999999,0.644376218,8.336489945,0.530827906,0.16023361,1.613185495,P212121,1985,1.20271
19,13.5,19.55,6.59,True,90.0,True,90.0,True,90.0,4,3,4,4,5,5,4,2,2,FHMANE,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C,"InChI=1S/C20H29FO3/c1-17-8-6-13(22)10-12(17)4-5-15-14-7-9-19(3,24)18(14,2)11-16(23)20(15,17)21/h10,14-16,23-24H,4-9,11H2,1-3H3/t14-,15-,16-,17-,18-,19-,20-/m0/s1",1739.944,1.284,295,53,1.0,4.1,1,1,336.210073,0.784661507,0.930123905,0.843609655,8.960031046000001,0.571428041,0.147470507,1.826789696,P212121,1979,1.26327
14,10.27,11.33,18.81,True,90.0,False,90.87,True,90.0,4,4,4,3,5,7,3,1,2,FICZUO,Cc1cncc(CN2CCC(CC2)=C2c3ccc(Cl)cc3CCc3cccnc23)c1,"InChI=1S/C26H26ClN3/c1-18-13-19(16-28-15-18)17-30-11-8-20(9-12-30)25-24-7-6-23(27)14-22(24)5-4-21-3-2-10-29-26(21)25/h2-3,6-7,10,13-16H,4-5,8-9,11-12,17H2,1H3",2188.4210000000007,1.262,173,56,1.0,4.12,1,1,415.1815255,0.722949825,0.8808038359999999,0.820784147,10.21197902,0.511578518,0.058727378,1.326864671,P21/n,2013,1.25241
19,14.17,6.3,28.1,True,90.0,True,90.0,True,90.0,4,4,6,4,6,8,3,2,2,FIFDON,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"InChI=1S/C26H32F2O7/c1-13(29)33-12-20(32)26-21(34-22(2,3)35-26)10-15-16-9-18(27)17-8-14(30)6-7-23(17,4)25(16,28)19(31)11-24(15,26)5/h6-8,15-16,18-19,21,31H,9-12H2,1-5H3/t15-,16-,18-,19-,21+,23-,24-,25-,26+/m0/s1",2506.876,1.31,295,61,1.0,4.6,1,1,494.2116098,0.902393931,0.925929464,0.974581721,11.79168888,0.500827504,0.181509465,1.660097255,P212121,1987,1.36894
2,7.47,10.03,16.71,False,77.58,False,87.49,False,86.94,4,2,3,4,4,4,4,5,3,FITZAJ01,Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1,"InChI=1S/2C12H11N7/c2*13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h2*1-5H,(H6,13,14,15,17,18,19)",1219.411,1.38,173,60,2.0,7.39,1,1,253.1075934,0.6512866270000001,0.926577728,0.702894756,7.5794613339999986,0.5941701979999999,0.440576811,2.190051372,P-1,2007,1.45353
14,14.76,11.25,19.21,True,90.0,False,109.9,True,90.0,8,3,3,1,6,5,3,3,1,FIXNUV,Nc1ccc(cc1)S(=O)(=O)NC1=CC=NN1c1ccccc1,"InChI=1S/2C15H14N4O2S/c2*16-12-6-8-14(9-7-12)22(20,21)18-15-10-11-17-19(15)13-4-2-1-3-5-13/h2*1-11,18H,16H2",3000.619,1.392,295,72,2.0,6.7,1,1,314.08374669999995,0.6563326820000001,0.6963808159999999,0.942491044,8.970303612,0.544229819,0.267076531,0.660688049,P21/n,1987,1.3891
19,10.09,23.72,7.66,True,90.0,True,90.0,True,90.0,4,3,3,3,4,5,4,3,3,FPRTOD10,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,"InChI=1S/C21H29FO5/c1-18-7-5-13(24)9-12(18)3-4-15-14-6-8-20(27,17(26)11-23)19(14,2)10-16(25)21(15,18)22/h9,14-16,23,25,27H,3-8,10-11H2,1-2H3/t14-,15-,16-,18-,19-,20-,21-/m0/s1",1833.891,1.378,295,56,1.0,4.6,1,1,380.1999022,0.6611392079999999,0.849291564,0.778459644,8.797328869,0.5637193739999999,0.227301252,2.10118687,P212121,1972,1.30882
2,10.36,10.46,11.75,False,67.66,False,78.45,False,88.66,4,2,3,4,4,3,4,3,3,FUFTIK,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,"InChI=1S/2C11H16N2O3/c2*1-4-5-11(6-7(2)3)8(14)12-10(16)13-9(11)15/h2*4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",1151.217,1.294,173,64,2.0,6.58,1,1,224.1160924,0.679357118,0.968012173,0.7018063790000001,6.926245819,0.573478264,0.252087064,2.659344998,P-1,2009,1.26324
4,13.61,14.3,9.79,True,90.0,False,103.67,True,90.0,4,3,4,2,5,7,3,2,1,FUGSIJ,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,"InChI=1S/2C16H23BrN2O3/c2*1-4-19-9-5-6-11(19)10-18-16(20)14-13(21-2)8-7-12(17)15(14)22-3/h2*7-8,11H,4-6,9-10H2,1-3H3,(H,18,20)/t2*11-/m00/s1",1851.721,1.332,295,90,2.0,6.6,1,1,370.0892047,0.70930773,0.7980842840000001,0.8887629340000001,10.02626874,0.541208844,0.12629199800000002,0.95298864,P21,1987,1.41523
14,9.52,19.5,5.23,True,90.0,False,102.1,True,90.0,4,2,2,1,5,3,5,4,4,FUWNIU,O=C(NCCON(=O)=O)c1cccnc1,"InChI=1S/C8H9N3O4/c12-8(7-2-1-3-9-6-7)10-4-5-15-11(13)14/h1-3,6H,4-5H2,(H,10,12)",949.13,1.4780000000000002,295,24,1.0,5.2,1,1,211.05930580000003,0.500206412,0.568676878,0.8795968890000001,6.963027539,0.635374242,0.390818737,3.962102829,P21/a,1987,1.5113299999999998
